name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,html,cluster,PC1,PC2,PC3,playlist
Bastard of Christ                                                                                                                                                                ,Deicide                                         ,0.349,0.993,1,-5.253,1,0.136,0.0347,0.827,0.096,0.275,102.862,168787,3,7uvZpQR8pPOXyimbbnBB8G ,https://open.spotify.com/track/7uvZpQR8pPOXyimbbnBB8G,3,1.3257381252517055,1.5597812391476256,0.9259769730543458,High-Energy Experimentals
Blame It on God                                                                                                                                                                  ,Deicide                                         ,0.346,0.934,1,-5.845,1,0.196,0.016,0.93,0.2,0.237,124.657,163987,4,48JB1RF92JFSeCbzpixKf0 ,https://open.spotify.com/track/48JB1RF92JFSeCbzpixKf0,3,0.29570777789446157,2.2442837799300945,0.5976095745019214,High-Energy Experimentals
Slave to the Cross                                                                                                                                                               ,Deicide                                         ,0.432,0.983,10,-4.903,0,0.162,0.0584,0.688,0.242,0.0568,98.036,195293,3,4NAi7h0zpsUIQB7geMWQlU ,https://open.spotify.com/track/4NAi7h0zpsUIQB7geMWQlU,3,1.2774358009496256,2.4911988139615624,-0.9967441568752584,High-Energy Experimentals
Holy Deception                                                                                                                                                                   ,Deicide                                         ,0.372,0.949,10,-8.406,0,0.0821,4.97e-06,0.573,0.115,0.339,93.383,199573,3,7w1DFzoDFQ2pSgGzJEf63S ,https://open.spotify.com/track/7w1DFzoDFQ2pSgGzJEf63S,3,1.1561607114121204,0.9314294085767613,-0.961559221598822,High-Energy Experimentals
Valley Of The Dead                                                                                                                                                               ,Baphomet                                        ,0.265,0.856,8,-9.471,1,0.0712,0.000326,0.947,0.147,0.402,146.63,259493,4,1m3Q1Kj5BKeCWB2a1ZdPt7 ,https://open.spotify.com/track/1m3Q1Kj5BKeCWB2a1ZdPt7,3,0.47485353174199946,0.9872173673042112,1.1073386902795475,High-Energy Experimentals
Homage For Satan                                                                                                                                                                 ,Deicide                                         ,0.201,0.988,11,-3.356,1,0.115,3.47e-05,0.487,0.193,0.113,112.768,239347,4,5mYlI12Gf0egAuUc8RRryZ ,https://open.spotify.com/track/5mYlI12Gf0egAuUc8RRryZ,3,0.23699464989381422,1.3599478617774143,0.5570715985820333,High-Energy Experimentals
Scars Of The Crucifix                                                                                                                                                            ,Deicide                                         ,0.268,0.993,10,-4.048,0,0.0874,0.000945,0.873,0.0937,0.111,97.991,188293,4,3ztZNULykf6ijrqJRcfZAJ ,https://open.spotify.com/track/3ztZNULykf6ijrqJRcfZAJ,3,1.079633783998496,1.4372027085224208,-1.4145602122593584,High-Energy Experimentals
Service for a Vacant Coffin                                                                                                                                                      ,Autopsy                                         ,0.242,0.845,1,-8.637,1,0.0509,2.91e-06,0.158,0.179,0.28,97.825,170960,4,3PBMlvAlOkdzhrvZMOk9nP ,https://open.spotify.com/track/3PBMlvAlOkdzhrvZMOk9nP,1,0.10210643522576884,-0.0798460603962096,0.39891310182906536,Energetic Party Hits
Ridden with Disease                                                                                                                                                              ,Autopsy                                         ,0.285,0.921,2,-8.213,1,0.0844,1.76e-06,0.515,0.207,0.155,109.362,292600,4,47FRdUpxkjElZ7sL7Ta1sX ,https://open.spotify.com/track/47FRdUpxkjElZ7sL7Ta1sX,3,0.4348066539512961,1.0012953630251076,0.5542444241843346,High-Energy Experimentals
Meat                                                                                                                                                                             ,Autopsy                                         ,0.216,0.874,2,-8.558,1,0.0738,0.0595,0.372,0.555,0.0712,127.523,158027,4,337d4b8IhNdIzYPPsbv0kZ ,https://open.spotify.com/track/337d4b8IhNdIzYPPsbv0kZ,3,-0.07496113670728809,1.8067824121359615,0.8826125972428858,High-Energy Experimentals
Necrocannibalistic Vomitorium                                                                                                                                                    ,Autopsy                                         ,0.309,0.871,4,-8.381,1,0.0618,0.067,0.00206,0.148,0.168,102.165,130947,3,3rcTrTt3UFSlyJYrWozjZs ,https://open.spotify.com/track/3rcTrTt3UFSlyJYrWozjZs,3,0.7961881439802415,0.2808979599324473,0.9677682605698179,High-Energy Experimentals
In the Grip of Winter                                                                                                                                                            ,Autopsy                                         ,0.319,0.861,0,-6.894,1,0.0673,0.313,0.797,0.357,0.115,114.094,248640,4,7J7VF8jGNiFNGTgLlsAhvv ,https://open.spotify.com/track/7J7VF8jGNiFNGTgLlsAhvv,3,0.8330902305786746,1.5293645226209327,0.6937061384823686,High-Energy Experimentals
Slaughterday                                                                                                                                                                     ,Autopsy                                         ,0.252,0.994,8,-5.559,1,0.125,0.00914,0.506,0.332,0.0461,106.132,244027,4,220GBSiLqUlYcma6t75Uvh ,https://open.spotify.com/track/220GBSiLqUlYcma6t75Uvh,3,0.23104507265449034,1.850237659012703,0.4791037640619838,High-Energy Experimentals
Chaos                                                                                                                                                                            ,Vader                                           ,0.0798,0.958,6,-7.539,0,0.0823,2.43e-06,0.0493,0.218,0.0798,181.643,266907,4,6LoIBj0DHHWRWrW9l5QVLt ,https://open.spotify.com/track/6LoIBj0DHHWRWrW9l5QVLt,3,-0.8257812799411353,1.492162317095164,-0.2772712138521504,High-Energy Experimentals
Breath Of Centuries                                                                                                                                                              ,Vader                                           ,0.25,0.83,1,-12.576,1,0.0576,3.64e-05,0.628,0.12,0.0935,95.37,268021,4,3t7sq3i6RqQFw8P88lT9jx ,https://open.spotify.com/track/3t7sq3i6RqQFw8P88lT9jx,3,1.175195572248412,0.5717221416172005,0.3749818515936132,High-Energy Experimentals
Final Massacre                                                                                                                                                                   ,Vader                                           ,0.192,0.744,1,-12.604,1,0.0899,0.000103,0.0646,0.197,0.147,199.387,264295,4,5YcjcQqhrsMNwjafO161pY ,https://open.spotify.com/track/5YcjcQqhrsMNwjafO161pY,3,-0.7078780563547096,1.0029043257308616,1.7270344228891708,High-Energy Experimentals
Shadowfear                                                                                                                                                                       ,Vader                                           ,0.256,0.93,1,-0.915,0,0.0689,4.88e-06,0.0951,0.248,0.207,120.193,290413,4,00ND6PznHyM8xgzvyFDEDn ,https://open.spotify.com/track/00ND6PznHyM8xgzvyFDEDn,3,-0.37794978199761914,0.7945429051670808,-1.1142667509871431,High-Energy Experimentals
Predator                                                                                                                                                                         ,Vader                                           ,0.635,0.791,9,-2.918,1,0.0283,1.53e-05,0.0022,0.121,0.235,99.994,312507,4,2kLVDoGmMVrdOX7MLt0Et3 ,https://open.spotify.com/track/2kLVDoGmMVrdOX7MLt0Et3,1,0.1878071183543524,-0.5331016398605167,0.4326587227345638,Energetic Party Hits
Dark Transmission                                                                                                                                                                ,Vader                                           ,0.443,0.901,1,-3.899,1,0.0348,0.000119,0.0177,0.0735,0.27,160.171,249493,4,1tQVofEENZ5srgkPVk3tTn ,https://open.spotify.com/track/1tQVofEENZ5srgkPVk3tTn,1,-0.5399535534444545,-0.021444207552457805,1.2851975163305955,Energetic Party Hits
Sothis                                                                                                                                                                           ,Vader                                           ,0.314,0.88,10,-6.612,1,0.0714,5.05e-06,0.419,0.294,0.178,128.096,225560,4,2vhhdNTduLrABdeZaxfBky ,https://open.spotify.com/track/2vhhdNTduLrABdeZaxfBky,3,0.10273292720820432,1.0580551179573685,0.8426460756336515,High-Energy Experimentals
